Hydroclave Systems Corp. ,	2019
Sterilization Temperature Setpoint (C) ,	121
Sterilization Pressure Setpoint (kPa) ,	130
Sterilization Time Setpoint ,	30
Dry Cycle Time (minutes) ,	5
Batch Number ,	4246
Vessel Serial Number ,	9002


Date,Time,Cycle Number,Temperature,Pressure,Active Countdown,Countdown Step,Jacket Valve,Vessel Valve,Vent Valve,Sterilizing,Overload Alarm,System Alarm
2019/03/08, 22:48:46, 4246, 131.4, -20.64507, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:48:56, 4246, 123.7, -23.7519, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:49:06, 4246, 119.7, -18.1333, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:49:16, 4246, 117.5, -19.40985, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:49:26, 4246, 116.3, -19.40971, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:49:36, 4246, 115.5, -15.63836, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:49:46, 4246, 114.9, -17.81808, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:49:56, 4246, 114.5, -21.90789, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:50:06, 4246, 114.1, -17.51122, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:50:16, 4246, 113.8, -15.03669, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:50:26, 4246, 113.5, -20.65408, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:50:36, 4246, 113.2, -23.15009, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:50:46, 4246, 113, -22.51913, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:50:57, 4246, 112.6, -20.93863, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:51:07, 4246, 112.2, -15.96182, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:51:17, 4246, 111.8, -23.75894, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:51:27, 4246, 111.6, -24.40558, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:51:37, 4246, 111.3, -21.60132, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:51:47, 4246, 111, -20.3428, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:51:57, 4246, 110.5, -19.41245, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:52:07, 4246, 110.1, -22.21869, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:52:17, 4246, 109.8, -22.19201, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:52:27, 4246, 109.5, -22.82296, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:52:37, 4246, 109.4, -21.59505, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:52:47, 4246, 109.4, -22.21658, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:52:57, 4246, 109.3, -21.90071, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:53:07, 4246, 109.3, -23.78442, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:53:17, 4246, 109.2, -20.64979, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:53:27, 4246, 109.1, -24.37722, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:53:37, 4246, 109, 19.74898, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:53:47, 4246, 109.1, 20.47781, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:53:57, 4246, 109.2, 19.89004, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:54:07, 4246, 109.2, 17.79759, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:54:17, 4246, 109.3, 16.69259, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:54:27, 4246, 109.2, 18.97313, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:54:37, 4246, 109.1, 16.59855, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:54:47, 4246, 109.1, 15.28195, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:54:57, 4246, 109, 20.14866, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:55:07, 4246, 108.9, 14.76471, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:55:17, 4246, 109, 19.796, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:55:27, 4246, 108.9, 17.77408, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:55:37, 4246, 108.8, 18.59695, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:55:47, 4246, 108.9, 19.09068, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:55:57, 4246, 109, 17.42142, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:56:07, 4246, 109.1, 21.20664, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:56:17, 4246, 109.2, 23.11101, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:56:27, 4246, 109.3, 23.86335, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:56:37, 4246, 108.7, 20.0076, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:56:47, 4246, 107.7, 21.74739, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:56:57, 4246, 107.7, 24.26303, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:57:07, 4246, 108.1, 27.10783, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:57:17, 4246, 108.2, 23.55771, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:57:27, 4246, 108.4, 25.65016, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:57:37, 4246, 108.5, 22.73483, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:57:47, 4246, 108.4, 26.63761, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:57:57, 4246, 108.4, 24.40409, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:58:07, 4246, 108.5, 25.90878, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:58:17, 4246, 108.4, 23.9809, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:58:27, 4246, 108.3, 24.12197, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:58:37, 4246, 108.4, 26.35548, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:58:47, 4246, 108.4, 24.14548, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:58:57, 4246, 108.3, 25.08591, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:59:07, 4246, 108.2, 24.38058, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/08, 22:59:17, 4246, 108.2, 24.94484, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
