Hydroclave Systems Corp. ,	2019
Sterilization Temperature Setpoint (C) ,	121
Sterilization Pressure Setpoint (kPa) ,	130
Sterilization Time Setpoint ,	30
Dry Cycle Time (minutes) ,	5
Batch Number ,	4255
Vessel Serial Number ,	9002


Date,Time,Cycle Number,Temperature,Pressure,Active Countdown,Countdown Step,Jacket Valve,Vessel Valve,Vent Valve,Sterilizing,Overload Alarm,System Alarm
2019/03/12, 10:09:21, 4255, 122.7, -22.53362, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:09:31, 4255, 123, -17.83024, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:09:41, 4255, 123.4, -15.65587, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:09:52, 4255, 123.7, -21.26363, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:10:02, 4255, 123.8, -19.71718, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:10:12, 4255, 123.9, -19.06927, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:10:22, 4255, 124, -18.14308, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:10:32, 4255, 123.9, -18.44353, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:10:42, 4255, 123.7, -16.25832, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:10:52, 4255, 123.7, -19.09904, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:11:02, 4255, 123.5, -19.41033, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:11:12, 4255, 123.4, -20.6495, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:11:22, 4255, 123.4, -22.51335, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:11:32, 4255, 123.4, -23.77877, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:11:41, 4255, 123.4, -18.46443, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:11:52, 4255, 123.5, -19.38851, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:12:02, 4255, 123.5, -15.00909, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:12:12, 4255, 123.3, -21.89064, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:12:22, 4255, 123, -15.95147, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:12:32, 4255, 122.9, -19.39062, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:12:42, 4255, 122.7, -23.44412, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:12:52, 4255, 122.5, -18.76016, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:13:02, 4255, 122.2, -23.1562, 1, 1800, OFF, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:13:12, 4255, 122, -22.19644, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:13:22, 4255, 121.8, -20.32216, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:13:32, 4255, 121.6, -17.84185, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:13:42, 4255, 121.4, -21.58167, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:13:52, 4255, 121.2, -15.64306, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:14:02, 4255, 120.9, -19.4111, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:14:12, 4255, 120.7, 35.97135, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:14:22, 4255, 120.4, 37.382, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:14:32, 4255, 120.1, 37.49955, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:14:42, 4255, 119.8, 38.46349, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:14:52, 4255, 119.5, 40.9086, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:15:01, 4255, 119.3, 40.01519, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:15:12, 4255, 119.1, 42.93052, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:15:22, 4255, 118.9, 41.54338, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:15:32, 4255, 118.7, 44.62329, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:15:42, 4255, 118.6, 44.31765, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:15:52, 4255, 118.5, 47.16244, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:16:02, 4255, 118.5, 46.90382, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:16:12, 4255, 118.5, 47.9618, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:16:22, 4255, 118.4, 50.45394, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:16:32, 4255, 118.4, 49.91319, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:16:42, 4255, 118.4, 52.07617, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:16:52, 4255, 118.3, 51.32383, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:17:02, 4255, 118.4, 54.09809, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:17:12, 4255, 118.4, 53.53383, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:17:22, 4255, 118.4, 56.07299, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:17:32, 4255, 118.5, 55.67331, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:17:42, 4255, 118.6, 57.50714, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:17:52, 4255, 118.6, 57.8363, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:18:02, 4255, 118.7, 58.96481, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:18:12, 4255, 118.7, 61.03375, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:18:22, 4255, 118.8, 60.61055, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:18:32, 4255, 118.9, 63.14971, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:18:42, 4255, 119, 62.82056, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:18:52, 4255, 119.1, 64.70142, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:19:02, 4255, 119.2, 64.4663, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 10:19:11, 4255, 119.4, 66.79386, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
