Hydroclave Systems Corp. ,	2019
Sterilization Temperature Setpoint (C) ,	121
Sterilization Pressure Setpoint (kPa) ,	130
Sterilization Time Setpoint ,	30
Dry Cycle Time (minutes) ,	5
Batch Number ,	4257
Vessel Serial Number ,	9002


Date,Time,Cycle Number,Temperature,Pressure,Active Countdown,Countdown Step,Jacket Valve,Vessel Valve,Vent Valve,Sterilizing,Overload Alarm,System Alarm
2019/03/12, 14:31:47, 4257, 109.4, -15.94154, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:31:57, 4257, 109.5, -22.83224, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:32:06, 4257, 109.5, -21.90943, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:32:17, 4257, 109.5, -16.60072, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:32:27, 4257, 109.5, -16.60057, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:32:36, 4257, 109.5, -21.28488, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:32:47, 4257, 109.6, -17.51593, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:32:57, 4257, 109.6, -17.20344, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:33:07, 4257, 109.8, -21.26778, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:33:17, 4257, 109.9, -18.47203, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:33:27, 4257, 110.1, -23.15226, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:33:37, 4257, 110.2, -20.96029, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:33:47, 4257, 110.3, -22.20586, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:33:57, 4257, 110.1, -20.34827, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:34:06, 4257, 110, -19.71458, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:34:17, 4257, 109.9, -23.76287, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:34:26, 4257, 109.7, -20.34933, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:34:37, 4257, 109.6, -15.03316, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:34:47, 4257, 109.5, -20.32998, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:34:57, 4257, 109.3, -21.25173, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:35:06, 4257, 109, -15.9673, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:35:17, 4257, 108.8, -16.90496, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:35:27, 4257, 108.6, -22.21135, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:35:37, 4257, 108, -15.95358, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:35:47, 4257, 107.8, -18.75665, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:35:57, 4257, 107.7, -17.19535, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:36:07, 4257, 107.5, -17.50284, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:36:17, 4257, 107.2, -20.63683, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:36:27, 4257, 106.9, -18.75249, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:36:37, 4257, 106.7, 40.27381, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:36:47, 4257, 106.5, 39.68604, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:36:57, 4257, 106.5, 42.60137, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:37:07, 4257, 106.4, 40.4854, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:37:17, 4257, 106.3, 40.95562, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:37:27, 4257, 106.1, 44.57626, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:37:37, 4257, 106, 42.83648, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:37:46, 4257, 105.8, 45.16403, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:37:57, 4257, 105.8, 44.34116, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:38:07, 4257, 105.7, 47.44457, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:38:17, 4257, 105.6, 48.19691, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:38:27, 4257, 105.4, 47.02138, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:38:37, 4257, 105.2, 49.72511, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:38:47, 4257, 105.1, 48.47904, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:38:57, 4257, 105.2, 52.42884, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:39:07, 4257, 105.2, 51.41788, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:39:17, 4257, 105.3, 55.2031, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:39:27, 4257, 105.4, 53.86299, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:39:37, 4257, 105.5, 55.55576, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:39:47, 4257, 105.7, 57.90683, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:39:57, 4257, 105.8, 56.3081, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:40:07, 4257, 105.9, 60.91619, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:40:17, 4257, 106, 58.3065, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:40:27, 4257, 106, 62.2563, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:40:37, 4257, 106, 60.14034, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:40:47, 4257, 106.1, 63.40833, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:40:57, 4257, 106.3, 63.66695, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:41:07, 4257, 106.6, 63.97259, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:41:17, 4257, 106.8, 65.47726, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:41:27, 4257, 106.9, 65.07758, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:41:37, 4257, 107, 67.94589, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:41:47, 4257, 107.1, 67.26408, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:41:57, 4257, 107.2, 68.93333, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:42:07, 4257, 107.2, 68.90982, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:42:17, 4257, 107.2, 72.41292, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:42:26, 4257, 107.2, 70.88473, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:42:37, 4257, 107.4, 73.04771, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:42:47, 4257, 107.6, 75.63388, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:42:56, 4257, 107.8, 75.30473, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:43:07, 4257, 108, 78.83134, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:43:17, 4257, 108.2, 78.00846, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:43:27, 4257, 108.3, 80.99432, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:43:36, 4257, 108.4, 79.81879, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:43:47, 4257, 108.6, 82.19336, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:43:57, 4257, 108.7, 80.0774, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:44:07, 4257, 108.9, 82.28741, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:44:17, 4257, 109.1, 84.40337, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:44:27, 4257, 109.2, 84.59146, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:44:37, 4257, 109.4, 86.2137, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:44:47, 4257, 109.5, 85.74348, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:44:57, 4257, 109.6, 88.09454, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:45:07, 4257, 109.6, 87.64785, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:45:17, 4257, 109.7, 88.54125, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:45:27, 4257, 109.9, 87.95348, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:45:37, 4257, 110, 90.51615, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:45:46, 4257, 110.1, 91.59764, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:45:57, 4257, 110.3, 90.51615, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:46:08, 4257, 110.4, 92.11488, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:46:18, 4257, 110.5, 94.77159, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:46:28, 4257, 110.7, 95.35935, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:46:38, 4257, 110.8, 95.64148, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:46:48, 4257, 111, 98.46276, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:46:58, 4257, 111.1, 97.92201, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:47:08, 4257, 111.3, 100.4377, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:47:18, 4257, 111.4, 100.085, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:47:28, 4257, 111.5, 104.2934, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:47:37, 4257, 111.6, 103.0238, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:47:48, 4257, 111.8, 104.458, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:47:58, 4257, 111.9, 105.3514, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:48:08, 4257, 112, 107.1382, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:48:17, 4257, 112.2, 108.5724, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:48:28, 4257, 112.4, 109.3952, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
2019/03/12, 14:48:38, 4257, 112.6, 112.0754, 1, 1800, ON, OFF, OFF, OFF, OFF, OFF
